# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 508K of event 'cycles'
# Event count (approx.): 249210653757
#
# Overhead  Command  Shared Object        Symbol                                        
# ........  .......  ...................  ..............................................
#
     0.00%  server   server               [.] 0x000000000000d3aa                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083378                        
     0.00%  server   server               [.] 0x000000000000d0e1                        
     0.00%  server   server               [.] 0x0000000000003687                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f1bf                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f409                        
     0.00%  server   [kernel.kallsyms]    [k] blk_start_plug                            
     0.00%  server   server               [.] 0x000000000000d6cb                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfc14                        
     0.00%  server   server               [.] 0x000000000000b883                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c01e6                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bcdc                        
     0.00%  server   server               [.] 0x0000000000005828                        
     0.00%  server   server               [.] 0x000000000000d644                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdd3                        
     0.00%  server   [kernel.kallsyms]    [k] vma_merge                                 
     0.00%  server   server               [.] 0x0000000000008da0                        
     0.00%  server   server               [.] 0x00000000000041be                        
     0.00%  server   server               [.] 0x000000000000ddd9                        
     0.00%  server   server               [.] 0x000000000000b9a1                        
     0.00%  server   server               [.] 0x0000000000008946                        
     0.00%  server   server               [.] 0x000000000000580d                        
     0.00%  server   server               [.] 0x000000000000677e                        
     0.00%  server   server               [.] 0x000000000000b9af                        
     0.00%  server   server               [.] 0x0000000000008375                        
     0.00%  server   [kernel.kallsyms]    [k] rcu_report_qs_rnp                         
     0.00%  server   server               [.] 0x00000000000041e0                        
     0.00%  server   server               [.] 0x0000000000008a3e                        
     0.00%  server   server               [.] 0x000000000000dc87                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c3b                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c01a2                        
     0.00%  server   server               [.] 0x0000000000003ad3                        
     0.00%  server   server               [.] 0x000000000000d80f                        
     0.00%  server   server               [.] 0x000000000000842c                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140273                        
     0.00%  server   server               [.] 0x000000000000b7de                        
     0.00%  server   server               [.] 0x00000000000035d0                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083295                        
     0.00%  server   server               [.] 0x0000000000003718                        
     0.00%  server   server               [.] 0x000000000000d4a2                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088c73                        
     0.00%  server   server               [.] 0x0000000000006ee4                        
     0.00%  server   server               [.] 0x000000000000c5e2                        
     0.00%  server   [kernel.kallsyms]    [k] mod_timer_pinned                          
     0.00%  server   server               [.] 0x0000000000007ddb                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084f43                        
     0.00%  server   server               [.] 0x000000000000c602                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088c70                        
     0.00%  server   server               [.] 0x000000000000b634                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c5a                        
     0.00%  server   [kernel.kallsyms]    [k] perf_event_aux                            
     0.00%  server   server               [.] 0x000000000000b5f4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084dec                        
     0.00%  server   server               [.] 0x0000000000008518                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000833a0                        
     0.00%  server   server               [.] 0x0000000000004428                        
     0.00%  server   server               [.] 0x000000000000b2c5                        
     0.00%  server   server               [.] 0x000000000000dc82                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000082dfd                        
     0.00%  server   server               [.] 0x000000000000c6ab                        
     0.00%  server   server               [.] 0x000000000000d4a7                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f1e0                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000faae7                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084de0                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080322                        
     0.00%  server   server               [.] 0x00000000000081fd                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe52                        
     0.00%  server   server               [.] 0x000000000000cff1                        
     0.00%  server   server               [.] 0x000000000000825d                        
     0.00%  server   server               [.] 0x00000000000093d1                        
     0.00%  server   server               [.] 0x00000000000057e4                        
     0.00%  server   server               [.] 0x000000000000d266                        
     0.00%  server   server               [.] 0x0000000000008e4f                        
     0.00%  server   server               [.] 0x0000000000008cb9                        
     0.00%  server   server               [.] 0x0000000000008a3a                        
     0.00%  server   server               [.] 0x0000000000009265                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c017a                        
     0.00%  server   [kernel.kallsyms]    [k] policy_nodemask                           
     0.00%  server   server               [.] 0x0000000000003b46                        
     0.00%  server   server               [.] 0x000000000000dcb0                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0141                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0dbd                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000801b9                        
     0.00%  server   server               [.] 0x0000000000008a6a                        
     0.00%  server   server               [.] 0x0000000000007e4c                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000cc10                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080147                        
     0.00%  server   [kernel.kallsyms]    [k] profile_tick                              
     0.00%  server   server               [.] 0x0000000000007e70                        
     0.00%  server   server               [.] 0x000000000000c5bc                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008044a                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f31                        
     0.00%  server   server               [.] 0x000000000000aeef                        
     0.00%  server   server               [.] 0x0000000000007af2                        
     0.00%  server   server               [.] 0x000000000000b020                        
     0.00%  server   server               [.] 0x000000000000d0ff                        
     0.00%  server   server               [.] 0x000000000000415a                        
     0.00%  server   server               [.] 0x000000000000b748                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000f89d                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000980a4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080594                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080400                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b26                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080de1                        
     0.00%  server   server               [.] 0x000000000000c673                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f1cb                        
     0.00%  server   server               [.] 0x000000000000d4c1                        
     0.00%  server   server               [.] 0x000000000000b68e                        
     0.00%  server   server               [.] 0x000000000000b2d8                        
     0.00%  server   server               [.] 0x000000000000c60a                        
     0.00%  server   server               [.] 0x0000000000003591                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f24                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000cc7d                        
     0.00%  server   server               [.] 0x000000000000b7db                        
     0.00%  server   server               [.] 0x0000000000006983                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f1db                        
     0.00%  server   server               [.] 0x000000000000e3f6                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f107                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083395                        
     0.00%  server   server               [.] 0x000000000000a319                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c3b7                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8f3                        
     0.00%  server   server               [.] 0x000000000000b01c                        
     0.00%  server   server               [.] 0x000000000000d2ca                        
     0.00%  server   server               [.] 0x00000000000066de                        
     0.00%  server   server               [.] 0x0000000000003617                        
     0.00%  server   server               [.] 0x000000000000b2df                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e97d                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001081d8                        
     0.00%  server   server               [.] 0x000000000000845d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f565                        
     0.00%  server   server               [.] 0x000000000000392a                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080069                        
     0.00%  server   server               [.] 0x00000000000059cf                        
     0.00%  server   [kernel.kallsyms]    [k] tick_sched_timer                          
     0.00%  server   server               [.] 0x0000000000008c34                        
     0.00%  server   server               [.] 0x000000000000af11                        
     0.00%  server   server               [.] 0x0000000000002960                        
     0.00%  server   server               [.] 0x00000000000083d2                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c011f                        
     0.00%  server   server               [.] 0x000000000000de3d                        
     0.00%  server   server               [.] 0x0000000000007f9c                        
     0.00%  server   server               [.] 0x00000000000043e3                        
     0.00%  server   server               [.] 0x0000000000007e5d                        
     0.00%  server   server               [.] 0x0000000000003b79                        
     0.00%  server   [kernel.kallsyms]    [k] error_exit                                
     0.00%  server   server               [.] 0x000000000000586d                        
     0.00%  server   server               [.] 0x00000000000084f2                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000827a8                        
     0.00%  server   server               [.] 0x000000000000851a                        
     0.00%  server   server               [.] 0x000000000000a316                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f767                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f14f                        
     0.00%  server   server               [.] 0x000000000000d42d                        
     0.00%  server   server               [.] 0x000000000000b930                        
     0.00%  server   server               [.] 0x000000000000894d                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000108158                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfbdd                        
     0.00%  server   server               [.] 0x00000000000088d4                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f14b                        
     0.00%  server   server               [.] 0x000000000000d5a5                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bf20                        
     0.00%  server   server               [.] 0x000000000000830c                        
     0.00%  server   server               [.] 0x000000000000cffa                        
     0.00%  server   server               [.] 0x000000000000d74d                        
     0.00%  server   server               [.] 0x000000000000a29a                        
     0.00%  server   server               [.] 0x000000000000b058                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007faf4                        
     0.00%  server   server               [.] 0x000000000000dd93                        
     0.00%  server   server               [.] 0x000000000000393a                        
     0.00%  server   server               [.] 0x00000000000039fb                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfe27                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bc2d                        
     0.00%  server   server               [.] 0x00000000000087e7                        
     0.00%  server   [kernel.kallsyms]    [k] native_irq_return_iret                    
     0.00%  server   libc-2.19.so         [.] 0x00000000000832a4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080182                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe5e                        
     0.00%  server   server               [.] 0x00000000000088b5                        
     0.00%  server   server               [.] 0x000000000000d6f1                        
     0.00%  server   server               [.] 0x00000000000059be                        
     0.00%  server   server               [.] 0x000000000000820e                        
     0.00%  server   server               [.] 0x000000000000b948                        
     0.00%  server   server               [.] 0x0000000000007c66                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084be2                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f13d                        
     0.00%  server   server               [.] 0x000000000000d1ee                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c00f9                        
     0.00%  server   server               [.] 0x0000000000007216                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000160f28                        
     0.00%  server   server               [.] 0x000000000000e416                        
     0.00%  server   server               [.] 0x0000000000007e9c                        
     0.00%  server   server               [.] 0x0000000000003ae1                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1be0                        
     0.00%  server   server               [.] 0x0000000000004249                        
     0.00%  server   server               [.] 0x0000000000007d66                        
     0.00%  server   server               [.] 0x000000000000d675                        
     0.00%  server   server               [.] 0x00000000000084d6                        
     0.00%  server   server               [.] 0x000000000000371d                        
     0.00%  server   server               [.] 0x000000000000e402                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084dca                        
     0.00%  server   server               [.] 0x00000000000087c8                        
     0.00%  server   [kernel.kallsyms]    [k] delayed_work_timer_fn                     
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfc05                        
     0.00%  server   server               [.] 0x000000000000b927                        
     0.00%  server   server               [.] 0x0000000000003967                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bf4f9                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001402d5                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fcee                        
     0.00%  server   server               [.] 0x0000000000003658                        
     0.00%  server   [kernel.kallsyms]    [k] retint_swapgs                             
     0.00%  server   libc-2.19.so         [.] 0x000000000007e88f                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008322d                        
     0.00%  server   server               [.] 0x0000000000004353                        
     0.00%  server   server               [.] 0x000000000000d7df                        
     0.00%  server   server               [.] 0x0000000000007ca9                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe12                        
     0.00%  server   server               [.] 0x000000000000b998                        
     0.00%  server   server               [.] 0x000000000000a2ab                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000ef37                        
     0.00%  server   server               [.] 0x000000000000d6e6                        
     0.00%  server   server               [.] 0x000000000000af49                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001402da                        
     0.00%  server   server               [.] 0x000000000000d6ea                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008327c                        
     0.00%  server   [kernel.kallsyms]    [k] raw_notifier_call_chain                   
     0.00%  server   server               [.] 0x000000000000df27                        
     0.00%  server   server               [.] 0x000000000000d6f4                        
     0.00%  server   server               [.] 0x000000000000d259                        
     0.00%  server   server               [.] 0x0000000000007d5c                        
     0.00%  server   server               [.] 0x00000000000069b2                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000f8a2                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x0000000000067e57                        
     0.00%  server   server               [.] 0x000000000000d86f                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c5e                        
     0.00%  server   server               [.] 0x0000000000006952                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bd4e                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b3b                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f87                        
     0.00%  server   server               [.] 0x000000000000585f                        
     0.00%  server   server               [.] 0x000000000000b288                        
     0.00%  server   server               [.] 0x0000000000009277                        
     0.00%  server   server               [.] 0x000000000000d2c6                        
     0.00%  server   server               [.] 0x000000000000c4f6                        
     0.00%  server   server               [.] 0x000000000000b13d                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c02df                        
     0.00%  server   server               [.] 0x000000000000dd74                        
     0.00%  server   server               [.] 0x000000000000d26f                        
     0.00%  server   server               [.] 0x000000000000d092                        
     0.00%  server   server               [.] 0x00000000000039bc                        
     0.00%  server   server               [.] 0x000000000000d231                        
     0.00%  server   server               [.] 0x000000000000b77b                        
     0.00%  server   server               [.] 0x0000000000006954                        
     0.00%  server   server               [.] 0x0000000000008da5                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe92                        
     0.00%  server   server               [.] 0x000000000000685e                        
     0.00%  server   server               [.] 0x000000000000d4c5                        
     0.00%  server   server               [.] 0x000000000000dda4                        
     0.00%  server   server               [.] 0x000000000000de2e                        
     0.00%  server   server               [.] 0x0000000000007b03                        
     0.00%  server   server               [.] 0x0000000000006799                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0cd6                        
     0.00%  server   server               [.] 0x000000000000b2ce                        
     0.00%  server   server               [.] 0x000000000000af21                        
     0.00%  server   [kernel.kallsyms]    [k] update_vsyscall                           
     0.00%  server   server               [.] 0x000000000000883c                        
     0.00%  server   server               [.] 0x0000000000006940                        
     0.00%  server   [kernel.kallsyms]    [k] __hrtimer_get_next_event                  
     0.00%  server   server               [.] 0x00000000000093ce                        
     0.00%  server   server               [.] 0x0000000000007ec2                        
     0.00%  server   server               [.] 0x000000000000d248                        
     0.00%  server   [kernel.kallsyms]    [k] kmalloc_large_node                        
     0.00%  server   server               [.] 0x00000000000075c5                        
     0.00%  server   server               [.] 0x0000000000003adc                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c12f5                        
     0.00%  server   server               [.] 0x000000000000df41                        
     0.00%  server   server               [.] 0x0000000000008925                        
     0.00%  server   server               [.] 0x000000000000de5a                        
     0.00%  server   server               [.] 0x0000000000003637                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001402e2                        
     0.00%  server   server               [.] 0x0000000000004344                        
     0.00%  server   server               [.] 0x00000000000088ae                        
     0.00%  server   server               [.] 0x0000000000006c54                        
     0.00%  server   server               [.] 0x0000000000003fc2                        
     0.00%  server   server               [.] 0x000000000000d597                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f4ce                        
     0.00%  server   server               [.] 0x00000000000067c1                        
     0.00%  server   server               [.] 0x0000000000007156                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bf1b                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001402c9                        
     0.00%  server   server               [.] 0x000000000000b299                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008003a                        
     0.00%  server   [kernel.kallsyms]    [k] tick_do_update_jiffies64                  
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0e1c                        
     0.00%  server   server               [.] 0x0000000000007f15                        
     0.00%  server   server               [.] 0x000000000000c5b4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140b37                        
     0.00%  server   server               [.] 0x000000000000de99                        
     0.00%  server   server               [.] 0x0000000000003589                        
     0.00%  server   server               [.] 0x000000000000399c                        
     0.00%  server   server               [.] 0x0000000000006f5a                        
     0.00%  server   [kernel.kallsyms]    [k] jiffies_to_timeval                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080d94                        
     0.00%  server   server               [.] 0x000000000000b9d8                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088c58                        
     0.00%  server   server               [.] 0x0000000000007dbf                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000108143                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bee0                        
     0.00%  server   server               [.] 0x000000000000dd7f                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080043                        
     0.00%  server   server               [.] 0x00000000000067ee                        
     0.00%  server   server               [.] 0x0000000000007d54                        
     0.00%  server   server               [.] 0x0000000000008a25                        
     0.00%  server   server               [.] 0x0000000000007de6                        
     0.00%  server   server               [.] 0x0000000000003708                        
     0.00%  server   server               [.] 0x0000000000008949                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140bf4                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bed3                        
     0.00%  server   server               [.] 0x0000000000003b7f                        
     0.00%  server   server               [.] 0x000000000000a350                        
     0.00%  server   server               [.] 0x000000000000c663                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f763                        
     0.00%  server   server               [.] 0x0000000000007cc2                        
     0.00%  server   server               [.] 0x000000000000dea3                        
     0.00%  server   server               [.] 0x0000000000007130                        
     0.00%  server   server               [.] 0x0000000000008278                        
     0.00%  server   server               [.] 0x000000000000dde9                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f9b                        
     0.00%  server   server               [.] 0x000000000000d016                        
     0.00%  server   server               [.] 0x000000000000d244                        
     0.00%  server   server               [.] 0x0000000000008a74                        
     0.00%  server   server               [.] 0x0000000000008a6f                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140b59                        
     0.00%  server   server               [.] 0x00000000000068f4                        
     0.00%  server   server               [.] 0x000000000000829c                        
     0.00%  server   server               [.] 0x0000000000006f59                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e87a                        
     0.00%  server   server               [.] 0x000000000000d2e3                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000f424                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080591                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fcde                        
     0.00%  server   server               [.] 0x0000000000006945                        
     0.00%  server   server               [.] 0x000000000000c541                        
     0.00%  server   server               [.] 0x000000000000b618                        
     0.00%  server   [kernel.kallsyms]    [k] irq_may_run                               
     0.00%  server   server               [.] 0x00000000000041b5                        
     0.00%  server   server               [.] 0x0000000000003970                        
     0.00%  server   [kernel.kallsyms]    [k] timekeeping_update                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0d42                        
     0.00%  server   [kernel.kallsyms]    [k] generic_exec_single                       
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0d2a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f77f                        
     0.00%  server   server               [.] 0x000000000000dca2                        
     0.00%  server   server               [.] 0x00000000000088ee                        
     0.00%  server   server               [.] 0x000000000000dc28                        
     0.00%  server   [kernel.kallsyms]    [k] __memcpy                                  
     0.00%  server   server               [.] 0x000000000000392e                        
     0.00%  server   server               [.] 0x000000000000d58a                        
     0.00%  server   [kernel.kallsyms]    [k] handle_tx_event                           
     0.00%  server   libc-2.19.so         [.] 0x000000000007f78d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdee                        
     0.00%  server   server               [.] 0x00000000000068f7                        
     0.00%  server   server               [.] 0x000000000000b6ef                        
     0.00%  server   server               [.] 0x000000000000d3a3                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000832c1                        
     0.00%  server   server               [.] 0x000000000000d145                        
     0.00%  server   server               [.] 0x000000000000415b                        
     0.00%  server   server               [.] 0x000000000000d033                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000ee93                        
     0.00%  server   server               [.] 0x000000000000c506                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080244                        
     0.00%  server   server               [.] 0x0000000000003532                        
     0.00%  server   server               [.] 0x00000000000035dc                        
     0.00%  server   server               [.] 0x000000000000af8a                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b35                        
     0.00%  server   server               [.] 0x0000000000004190                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bd46                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084bc6                        
     0.00%  server   server               [.] 0x0000000000008422                        
     0.00%  server   server               [.] 0x000000000000dde4                        
     0.00%  server   server               [.] 0x0000000000006a43                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000827f9                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000803b2                        
     0.00%  server   server               [.] 0x0000000000005946                        
     0.00%  server   server               [.] 0x000000000000b81f                        
     0.00%  server   server               [.] 0x0000000000005862                        
     0.00%  server   server               [.] 0x000000000000d591                        
     0.00%  server   server               [.] 0x000000000000de39                        
     0.00%  server   server               [.] 0x0000000000009350                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f12f                        
     0.00%  server   server               [.] 0x000000000000880a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000009818e                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f57d                        
     0.00%  server   server               [.] 0x0000000000007c95                        
     0.00%  server   server               [.] 0x00000000000043b9                        
     0.00%  server   [kernel.kallsyms]    [k] retint_check                              
     0.00%  server   server               [.] 0x000000000000b05a                        
     0.00%  server   server               [.] 0x00000000000043fa                        
     0.00%  server   server               [.] 0x000000000000e43c                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1303                        
     0.00%  server   server               [.] 0x000000000000b813                        
     0.00%  server   server               [.] 0x000000000000de1a                        
     0.00%  server   server               [.] 0x0000000000007d4f                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007efec                        
     0.00%  server   server               [.] 0x00000000000036c4                        
     0.00%  server   server               [.] 0x0000000000004489                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfbeb                        
     0.00%  server   server               [.] 0x0000000000003ac7                        
     0.00%  server   server               [.] 0x000000000000a352                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007efc8                        
     0.00%  server   server               [.] 0x0000000000006f70                        
     0.00%  server   server               [.] 0x000000000000dfab                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008323f                        
     0.00%  server   server               [.] 0x000000000000b5bf                        
     0.00%  server   server               [.] 0x0000000000007e22                        
     0.00%  server   server               [.] 0x000000000000b769                        
     0.00%  server   server               [.] 0x0000000000007b50                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000b6e6                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083356                        
     0.00%  server   server               [.] 0x0000000000007231                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f805                        
     0.00%  server   server               [.] 0x00000000000088c8                        
     0.00%  server   server               [.] 0x0000000000008edf                        
     0.00%  server   server               [.] 0x000000000000446f                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000cc3a                        
     0.00%  server   server               [.] 0x000000000000d843                        
     0.00%  server   server               [.] 0x00000000000059ca                        
     0.00%  server   server               [.] 0x000000000000de6f                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe3f                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000981de                        
     0.00%  server   server               [.] 0x0000000000007d6e                        
     0.00%  server   server               [.] 0x0000000000006c50                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080587                        
     0.00%  server   server               [.] 0x000000000000c657                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008280a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008339d                        
     0.00%  server   server               [.] 0x000000000000df09                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008014d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f1e3                        
     0.00%  server   server               [.] 0x0000000000003ea6                        
     0.00%  server   server               [.] 0x0000000000005984                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f7ac                        
     0.00%  server   server               [.] 0x000000000000a2c1                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bde1                        
     0.00%  server   server               [.] 0x0000000000003e94                        
     0.00%  server   [kernel.kallsyms]    [k] __remove_hrtimer                          
     0.00%  server   server               [.] 0x0000000000003fcb                        
     0.00%  server   server               [.] 0x000000000000b602                        
     0.00%  server   server               [.] 0x000000000000d742                        
     0.00%  server   server               [.] 0x000000000000d739                        
     0.00%  server   server               [.] 0x000000000000b2da                        
     0.00%  server   [kernel.kallsyms]    [k] do_timer                                  
     0.00%  server   server               [.] 0x000000000000b6be                        
     0.00%  server   server               [.] 0x0000000000006b82                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080441                        
     0.00%  server   server               [.] 0x000000000000de51                        
     0.00%  server   server               [.] 0x0000000000007b27                        
     0.00%  server   server               [.] 0x0000000000004423                        
     0.00%  server   server               [.] 0x0000000000003fce                        
     0.00%  server   server               [.] 0x0000000000004264                        
     0.00%  server   server               [.] 0x00000000000084f9                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0dcb                        
     0.00%  server   server               [.] 0x000000000000d6d9                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfbf3                        
     0.00%  server   server               [.] 0x00000000000093f1                        
     0.00%  server   server               [.] 0x0000000000008419                        
     0.00%  server   [kernel.kallsyms]    [k] exit_idle                                 
     0.00%  server   server               [.] 0x0000000000008f2a                        
     0.00%  server   server               [.] 0x00000000000068b8                        
     0.00%  server   server               [.] 0x000000000000afc3                        
     0.00%  server   server               [.] 0x000000000000832f                        
     0.00%  server   server               [.] 0x000000000000af28                        
     0.00%  server   server               [.] 0x0000000000007205                        
     0.00%  server   server               [.] 0x00000000000088a4                        
     0.00%  server   server               [.] 0x000000000000d729                        
     0.00%  server   server               [.] 0x00000000000035f8                        
     0.00%  server   server               [.] 0x0000000000009236                        
     0.00%  server   server               [.] 0x00000000000072a6                        
     0.00%  server   server               [.] 0x0000000000004180                        
     0.00%  server   server               [.] 0x0000000000004011                        
     0.00%  server   server               [.] 0x000000000000af04                        
