# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 508K of event 'cycles'
# Event count (approx.): 249210653757
#
# Overhead  Command  Shared Object        Symbol                                        
# ........  .......  ...................  ..............................................
#
     0.01%  server   libc-2.19.so         [.] 0x000000000010813d                        
     0.01%  server   server               [.] 0x0000000000007dbe                        
     0.01%  server   [kernel.kallsyms]    [k] sock_prot_inuse_add                       
     0.01%  server   libc-2.19.so         [.] 0x000000000008bf50                        
     0.01%  server   server               [.] 0x00000000000070e4                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fd82                        
     0.01%  server   [kernel.kallsyms]    [k] locks_remove_file                         
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000ee80                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fcd2                        
     0.01%  server   [kernel.kallsyms]    [k] set_task_cpu                              
     0.01%  server   server               [.] 0x000000000000b93c                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f0be                        
     0.01%  server   server               [.] 0x000000000000ba10                        
     0.01%  server   server               [.] 0x000000000000dc58                        
     0.01%  server   server               [.] 0x0000000000006ef3                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000bf4c0                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000097fd3                        
     0.01%  server   server               [.] 0x000000000000b900                        
     0.01%  server   libc-2.19.so         [.] 0x00000000000faab0                        
     0.01%  server   server               [.] 0x0000000000007c70                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f3b8                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008bc3c                        
     0.01%  server   [kernel.kallsyms]    [k] __alloc_pages_nodemask                    
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000621c0                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000088bf5                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0df8                        
     0.01%  server   [kernel.kallsyms]    [k] get_unused_fd_flags                       
     0.01%  server   [kernel.kallsyms]    [k] sys_madvise                               
     0.01%  server   libc-2.19.so         [.] 0x0000000000097ff9                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000a414                        
     0.01%  server   server               [.] 0x0000000000004071                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ef40                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfe33                        
     0.01%  server   [kernel.kallsyms]    [k] sched_clock_cpu                           
     0.01%  server   libc-2.19.so         [.] 0x000000000007ef8d                        
     0.01%  server   [kernel.kallsyms]    [k] int_restore_rest                          
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfe3b                        
     0.01%  server   server               [.] 0x000000000000dc4d                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c12cb                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000084bd7                        
     0.01%  server   server               [.] 0x000000000000ba63                        
     0.01%  server   server               [.] 0x00000000000054f0                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f5ec                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f3c1                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000083222                        
     0.01%  server   [kernel.kallsyms]    [k] __mutex_unlock_slowpath                   
     0.01%  server   libc-2.19.so         [.] 0x0000000000140b40                        
     0.01%  server   [kernel.kallsyms]    [k] pick_next_task_idle                       
     0.01%  server   server               [.] 0x000000000000726e                        
     0.01%  server   server               [.] 0x00000000000093c0                        
     0.01%  server   server               [.] 0x000000000000652e                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfe23                        
     0.01%  server   server               [.] 0x000000000000b280                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000098046                        
     0.01%  server   libc-2.19.so         [.] 0x000000000016006a                        
     0.01%  server   server               [.] 0x0000000000008981                        
     0.01%  server   server               [.] 0x0000000000008f05                        
     0.01%  server   [kernel.kallsyms]    [k] task_tick_fair                            
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000f887                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000b898                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000bf4c9                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f013                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fd40                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fd42                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000141434                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000088bcc                        
     0.01%  server   server               [.] 0x00000000000075f7                        
     0.01%  server   [kernel.kallsyms]    [k] put_page                                  
     0.01%  server   libc-2.19.so         [.] 0x000000000007f03d                        
     0.01%  server   [kernel.kallsyms]    [k] evict                                     
     0.01%  server   libc-2.19.so         [.] 0x00000000000802d4                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fd45                        
     0.01%  server   server               [.] 0x000000000000c5d2                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0ccf                        
     0.01%  server   server               [.] 0x0000000000008840                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ef24                        
     0.01%  server   server               [.] 0x0000000000002750                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000a41a                        
     0.01%  server   libc-2.19.so         [.] 0x00000000000827b0                        
     0.01%  server   [kernel.kallsyms]    [k] security_file_ioctl                       
     0.01%  server   libc-2.19.so         [.] 0x00000000000802ed                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0d90                        
     0.01%  server   libc-2.19.so         [.] 0x00000000000801b0                        
     0.01%  server   server               [.] 0x0000000000006fa4                        
     0.01%  server   [kernel.kallsyms]    [k] activate_task                             
     0.01%  server   [kernel.kallsyms]    [k] mntget                                    
     0.01%  server   libc-2.19.so         [.] 0x0000000000081026                        
     0.01%  server   [kernel.kallsyms]    [k] intel_bts_enable_local                    
     0.01%  server   libc-2.19.so         [.] 0x000000000008bc8c                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000ef10                        
     0.01%  server   server               [.] 0x0000000000002a30                        
     0.01%  server   server               [.] 0x0000000000007200                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000141430                        
     0.01%  server   server               [.] 0x0000000000006529                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000098011                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fd49                        
     0.01%  server   [kernel.kallsyms]    [k] sys_sendmsg                               
     0.01%  server   libc-2.19.so         [.] 0x000000000007e934                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000082785                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f12b                        
     0.01%  server   [kernel.kallsyms]    [k] dentry_free                               
     0.01%  server   libc-2.19.so         [.] 0x000000000007f09c                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0cc2                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007efcf                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000f880                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000a46e                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c31                        
     0.01%  server   libc-2.19.so         [.] 0x00000000000805a5                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008bf13                        
     0.01%  server   [kernel.kallsyms]    [k] skb_put                                   
     0.01%  server   server               [.] 0x000000000000e42e                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ef59                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fce2                        
     0.01%  server   server               [.] 0x0000000000002670                        
     0.01%  server   server               [.] 0x000000000000cff5                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008324f                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000088c2e                        
     0.01%  server   [kernel.kallsyms]    [k] timerqueue_add                            
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000a430                        
     0.01%  server   [kernel.kallsyms]    [k] apic_timer_interrupt                      
     0.01%  server   libstdc++.so.6.0.21  [.] 0x0000000000063600                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c02d3                        
     0.01%  server   [kernel.kallsyms]    [k] __mem_cgroup_count_vm_event               
     0.01%  server   libc-2.19.so         [.] 0x000000000007f045                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000f6e1                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fdbe                        
     0.01%  server   libc-2.19.so         [.] 0x00000000000827b8                        
     0.01%  server   server               [.] 0x0000000000008a29                        
     0.01%  server   server               [.] 0x0000000000003959                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008be3a                        
     0.01%  server   server               [.] 0x000000000000b5a0                        
     0.01%  server   [kernel.kallsyms]    [k] rcu_check_callbacks                       
     0.01%  server   libpthread-2.19.so   [.] 0x00000000000124a0                        
     0.01%  server   server               [.] 0x000000000000b976                        
     0.01%  server   server               [.] 0x000000000000aff5                        
     0.01%  server   server               [.] 0x000000000000b7f5                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f11b                        
     0.01%  server   server               [.] 0x0000000000006a81                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ef39                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000ee88                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c00e2                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000160f20                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c32                        
     0.01%  server   server               [.] 0x000000000000927f                        
     0.01%  server   server               [.] 0x0000000000004358                        
     0.01%  server   [kernel.kallsyms]    [k] sock_alloc_inode                          
     0.01%  server   libc-2.19.so         [.] 0x0000000000098067                        
     0.01%  server   server               [.] 0x0000000000006857                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f4af                        
     0.01%  server   [kernel.kallsyms]    [k] lock_sock_fast                            
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000f071                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008bc96                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007e87e                        
     0.01%  server   [kernel.kallsyms]    [k] flush_smp_call_function_queue             
     0.01%  server   libc-2.19.so         [.] 0x000000000007f042                        
     0.01%  server   server               [.] 0x0000000000004288                        
     0.01%  server   server               [.] 0x0000000000006ee2                        
     0.01%  server   server               [.] 0x0000000000007207                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ef7f                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000a480                        
     0.01%  server   libc-2.19.so         [.] 0x00000000000801c2                        
     0.01%  server   libc-2.19.so         [.] 0x000000000016007d                        
     0.01%  server   server               [.] 0x000000000000d667                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000108150                        
     0.01%  server   server               [.] 0x0000000000006786                        
     0.01%  server   server               [.] 0x000000000000dc8f                        
     0.01%  server   server               [.] 0x0000000000007c89                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000f08b                        
     0.01%  server   server               [.] 0x00000000000057e1                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ff07                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000080484                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000098180                        
     0.01%  server   [kernel.kallsyms]    [k] filp_close                                
     0.01%  server   libc-2.19.so         [.] 0x0000000000088ad4                        
     0.01%  server   server               [.] 0x0000000000002580                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008bc32                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000140234                        
     0.01%  server   [kernel.kallsyms]    [k] clear_inode                               
     0.01%  server   server               [.] 0x0000000000007340                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000141419                        
     0.01%  server   server               [.] 0x0000000000003b24                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007e8a6                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f0d9                        
     0.01%  server   server               [.] 0x0000000000007c74                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000ee45                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008bea4                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000108122                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fd53                        
     0.01%  server   [kernel.kallsyms]    [k] hrtick_update                             
     0.01%  server   server               [.] 0x000000000000d700                        
     0.01%  server   server               [.] 0x0000000000002940                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c02ff                        
     0.01%  server   [kernel.kallsyms]    [k] get_mem_cgroup_from_mm                    
     0.01%  server   libc-2.19.so         [.] 0x0000000000161690                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f1a3                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ff70                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000a65e                        
     0.01%  server   server               [.] 0x0000000000002b50                        
     0.01%  server   [kernel.kallsyms]    [k] expand_files                              
     0.01%  server   libc-2.19.so         [.] 0x000000000007ff4f                        
     0.01%  server   [kernel.kallsyms]    [k] read_tsc                                  
     0.01%  server   server               [.] 0x0000000000003b41                        
     0.01%  server   server               [.] 0x000000000000d6a6                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007efa8                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0049                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000088aea                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c42                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f030                        
     0.01%  server   server               [.] 0x0000000000003ac2                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007e89f                        
     0.01%  server   server               [.] 0x0000000000007342                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ef2a                        
     0.01%  server   [kernel.kallsyms]    [k] mem_cgroup_page_lruvec                    
     0.01%  server   server               [.] 0x00000000000036a1                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007e859                        
     0.01%  server   [kernel.kallsyms]    [k] alloc_inode                               
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000bf4e5                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000080383                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000082e23                        
     0.01%  server   [kernel.kallsyms]    [k] receiver_wake_function                    
     0.01%  server   [kernel.kallsyms]    [k] x86_pmu_enable                            
     0.01%  server   libc-2.19.so         [.] 0x000000000008101c                        
     0.01%  server   server               [.] 0x0000000000009304                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fdb6                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000f3f7                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fe85                        
     0.01%  server   [kernel.kallsyms]    [k] tcp_v4_reqsk_destructor                   
     0.01%  server   server               [.] 0x0000000000007367                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c51                        
     0.01%  server   [kernel.kallsyms]    [k] destroy_inode                             
     0.01%  server   server               [.] 0x000000000000434c                        
     0.01%  server   [kernel.kallsyms]    [k] cpumask_next_and                          
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000eea7                        
     0.01%  server   server               [.] 0x0000000000003998                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000080058                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000a64b                        
     0.01%  server   server               [.] 0x0000000000006bf9                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000082e03                        
     0.01%  server   [kernel.kallsyms]    [k] inode_wait_for_writeback                  
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000f3f0                        
     0.01%  server   server               [.] 0x0000000000007da1                        
     0.01%  server   server               [.] 0x00000000000092e6                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000082e18                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000a473                        
     0.01%  server   [kernel.kallsyms]    [k] jiffies_to_usecs                          
     0.01%  server   libc-2.19.so         [.] 0x000000000007ffda                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f127                        
     0.01%  server   server               [.] 0x0000000000005080                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000140200                        
     0.01%  server   libc-2.19.so         [.] 0x000000000010813b                        
     0.01%  server   server               [.] 0x000000000000b052                        
     0.01%  server   libc-2.19.so         [.] 0x000000000009803e                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fdb1                        
     0.01%  server   server               [.] 0x000000000000aee2                        
     0.01%  server   [kernel.kallsyms]    [k] mntput                                    
     0.01%  server   server               [.] 0x0000000000003682                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c62                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000140248                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008bcd8                        
     0.01%  server   server               [.] 0x000000000000df9a                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f180                        
     0.01%  server   server               [.] 0x0000000000004332                        
     0.01%  server   [kernel.kallsyms]    [k] locks_free_lock_context                   
     0.01%  server   server               [.] 0x0000000000005851                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0cb1                        
     0.01%  server   [kernel.kallsyms]    [k] add_wait_queue                            
     0.01%  server   libc-2.19.so         [.] 0x000000000007ef28                        
     0.01%  server   server               [.] 0x000000000000dc5f                        
     0.01%  server   server               [.] 0x0000000000007e7d                        
     0.01%  server   [kernel.kallsyms]    [k] smp_call_function_single                  
     0.01%  server   server               [.] 0x00000000000083df                        
     0.01%  server   server               [.] 0x0000000000006850                        
     0.01%  server   server               [.] 0x0000000000007602                        
     0.01%  server   server               [.] 0x000000000000d756                        
     0.01%  server   server               [.] 0x000000000000c5c6                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfe2c                        
     0.01%  server   server               [.] 0x000000000000d69d                        
     0.01%  server   [kernel.kallsyms]    [k] remove_wait_queue                         
     0.01%  server   server               [.] 0x0000000000007209                        
     0.01%  server   [kernel.kallsyms]    [k] int_signal                                
     0.01%  server   libc-2.19.so         [.] 0x000000000007fdaa                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000f6b7                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f043                        
     0.01%  server   [kernel.kallsyms]    [k] mem_cgroup_try_charge                     
     0.01%  server   server               [.] 0x0000000000004350                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000088c24                        
     0.01%  server   [kernel.kallsyms]    [k] fd_install                                
     0.01%  server   libc-2.19.so         [.] 0x000000000008bf18                        
     0.01%  server   server               [.] 0x00000000000083c2                        
     0.01%  server   [kernel.kallsyms]    [k] lru_add_drain_cpu                         
     0.01%  server   [kernel.kallsyms]    [k] __lru_cache_add                           
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0cf4                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000080418                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f1fd                        
     0.01%  server   server               [.] 0x00000000000072a0                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000098030                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008bdae                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007e8ae                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000097fda                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0ca6                        
     0.01%  server   server               [.] 0x000000000000b914                        
     0.01%  server   server               [.] 0x0000000000008c08                        
     0.01%  server   server               [.] 0x0000000000005972                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008032d                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008bc25                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000084bd2                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ffdf                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x0000000000067e60                        
     0.01%  server   [kernel.kallsyms]    [k] security_sk_free                          
     0.01%  server   [kernel.kallsyms]    [k] make_kgid                                 
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfbd4                        
     0.01%  server   server               [.] 0x0000000000006f54                        
     0.01%  server   [kernel.kallsyms]    [k] inode_has_buffers                         
     0.01%  server   [kernel.kallsyms]    [k] put_pid                                   
     0.01%  server   libc-2.19.so         [.] 0x000000000007fdb5                        
     0.01%  server   server               [.] 0x0000000000008cac                        
     0.01%  server   [kernel.kallsyms]    [k] tcpm_check_stamp                          
     0.01%  server   libc-2.19.so         [.] 0x000000000009807d                        
     0.01%  server   [kernel.kallsyms]    [k] __fsnotify_inode_delete                   
     0.01%  server   libc-2.19.so         [.] 0x000000000007e8de                        
     0.01%  server   server               [.] 0x0000000000007202                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008bea8                        
     0.01%  server   libc-2.19.so         [.] 0x00000000000981c3                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ffb0                        
     0.01%  server   server               [.] 0x00000000000036b1                        
     0.01%  server   server               [.] 0x00000000000087fc                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007e8ef                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fee6                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c02d7                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000080307                        
     0.01%  server   server               [.] 0x00000000000028d0                        
     0.01%  server   server               [.] 0x0000000000004330                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000bffde                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fcc7                        
     0.01%  server   [kernel.kallsyms]    [k] security_file_alloc                       
     0.01%  server   libc-2.19.so         [.] 0x000000000009805a                        
     0.01%  server   server               [.] 0x000000000000583f                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ff74                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c7f                        
     0.01%  server   [kernel.kallsyms]    [k] alloc_pages_vma                           
     0.01%  server   server               [.] 0x0000000000006f0c                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c02d0                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000ee34                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000080014                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fd9e                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ef35                        
     0.01%  server   [kernel.kallsyms]    [k] new_inode_pseudo                          
     0.01%  server   server               [.] 0x000000000000ba68                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007e838                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f05c                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f4e0                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000080d98                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfe60                        
     0.01%  server   [kernel.kallsyms]    [k] security_sock_graft                       
     0.01%  server   libc-2.19.so         [.] 0x0000000000088b59                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000084dbb                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000140bbe                        
     0.01%  server   server               [.] 0x0000000000008430                        
     0.01%  server   server               [.] 0x000000000000e2aa                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000083237                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000084dd6                        
     0.01%  server   server               [.] 0x0000000000005930                        
     0.01%  server   server               [.] 0x0000000000008a79                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008bc84                        
     0.01%  server   server               [.] 0x0000000000006310                        
     0.01%  server   [kernel.kallsyms]    [k] get_task_policy.part.24                   
     0.01%  server   libc-2.19.so         [.] 0x000000000008bdd9                        
     0.01%  server   server               [.] 0x0000000000007c30                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f165                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000b7da                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f80                        
     0.01%  server   [kernel.kallsyms]    [k] next_zones_zonelist                       
     0.01%  server   libc-2.19.so         [.] 0x000000000007f19a                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fed8                        
     0.01%  server   libc-2.19.so         [.] 0x00000000000981bd                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000088bdd                        
     0.01%  server   server               [.] 0x000000000000d617                        
     0.01%  server   server               [.] 0x000000000000b6de                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000a468                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000b7f4                        
     0.01%  server   [kernel.kallsyms]    [k] mark_wake_futex                           
     0.01%  server   server               [.] 0x000000000000c4cb                        
     0.01%  server   server               [.] 0x000000000000720f                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0220                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000a423                        
     0.01%  server   server               [.] 0x00000000000039a5                        
     0.01%  server   server               [.] 0x000000000000dc21                        
     0.01%  server   [kernel.kallsyms]    [k] set_next_buddy                            
     0.01%  server   [kernel.kallsyms]    [k] get_vma_policy.part.27                    
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000ef25                        
     0.01%  server   [kernel.kallsyms]    [k] sys_epoll_wait                            
     0.01%  server   [kernel.kallsyms]    [k] tcp_parse_md5sig_option                   
     0.01%  server   server               [.] 0x0000000000003b3c                        
     0.01%  server   libc-2.19.so         [.] 0x000000000008035c                        
     0.01%  server   server               [.] 0x0000000000002b40                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fe22                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000098074                        
     0.01%  server   server               [.] 0x00000000000028e0                        
     0.01%  server   [kernel.kallsyms]    [k] fsnotify_destroy_marks                    
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c005a                        
     0.01%  server   [kernel.kallsyms]    [k] integrity_inode_free                      
     0.01%  server   server               [.] 0x000000000000d6c0                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1ba2                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007ef4f                        
     0.01%  server   server               [.] 0x00000000000092fc                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0107                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f110                        
     0.01%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0280                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000f899                        
     0.01%  server   server               [.] 0x00000000000092bd                        
     0.01%  server   server               [.] 0x0000000000005893                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007f19f                        
     0.01%  server   [kernel.kallsyms]    [k] rcu_process_callbacks                     
     0.01%  server   server               [.] 0x000000000000729a                        
     0.01%  server   libc-2.19.so         [.] 0x00000000000981d6                        
     0.01%  server   libc-2.19.so         [.] 0x00000000000802f3                        
     0.01%  server   server               [.] 0x0000000000005941                        
     0.01%  server   server               [.] 0x000000000000b810                        
     0.01%  server   server               [.] 0x000000000000436a                        
     0.01%  server   server               [.] 0x0000000000008ee4                        
     0.01%  server   server               [.] 0x0000000000007cd0                        
     0.01%  server   libpthread-2.19.so   [.] 0x000000000000f997                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000080198                        
     0.01%  server   [kernel.kallsyms]    [k] __hrtimer_run_queues                      
     0.01%  server   [kernel.kallsyms]    [k] kzfree                                    
     0.01%  server   server               [.] 0x0000000000002650                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000082773                        
     0.01%  server   libc-2.19.so         [.] 0x00000000000804d3                        
     0.01%  server   server               [.] 0x0000000000007c78                        
     0.01%  server   server               [.] 0x0000000000003aee                        
     0.01%  server   server               [.] 0x000000000000d65f                        
     0.01%  server   server               [.] 0x0000000000008f1f                        
     0.01%  server   server               [.] 0x000000000000b7fd                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007fe5b                        
     0.01%  server   server               [.] 0x000000000000dc44                        
     0.01%  server   server               [.] 0x000000000000d828                        
     0.01%  server   [kernel.kallsyms]    [k] irq_enter                                 
     0.01%  server   server               [.] 0x000000000000a339                        
     0.01%  server   server               [.] 0x00000000000073aa                        
